	0	1
0	O=C(CCc1nnc2ccc(N3CCC4(CC3)OCCO4)nn12)NCc1ccc(F)cc1	0
1	O=c1c2ccccc2nc(-c2ccccc2)n1-c1ccccc1O	0
2	Cc1cc(Nc2ccc3c(c2)OCCO3)c2cccc(C)c2n1	0
3	COC(=O)c1ccc(C(=O)Nc2ccc3c(c2)C(=O)NC3=O)cc1	0
4	Cc1cc(=O)oc2cc(OCC(=O)N3CCCC(C)C3)ccc12	0
5	O=C(NC1CCCC1)c1noc2c1CCCCC2	0
6	CC1(C)Oc2ccc3ccc(=O)oc3c2/C(=N/O)C1=O	0
7	COc1ccc(NC(=O)C(=O)N/N=C(\C)CC(=O)Nc2cc(C)ccn2)c(OC)c1	0
8	N#Cc1ccc(OCC(O)CS(=O)(=O)c2ccc(F)cc2)cc1	0
9	CCOc1cc(N2CCOCC2)c(OCC)cc1NC(=O)COC(=O)CCOc1cc(C)ccc1C	0
10	COC(=O)c1[nH]c2cc(OC)ccc2c1NC(=O)c1c(F)cccc1F	0
11	N/C(=N\O)c1ccccc1N1CCCCC1	0
12	CN(C)c1ccc(CNc2nc(-c3ccccc3)nn2S(C)(=O)=O)cc1	0
13	COc1cccc(NC(=O)c2ccccc2N(Cc2ccccc2)S(C)(=O)=O)c1	0
14	CC1(C)CC2CC(C)(CN2S(=O)(=O)c2ccc(N)cc2)C1	0
15	O=C(Nc1cccc(-c2cn3cccnc3n2)c1)Nc1ccccc1F	0
16	COC(=O)CCc1c(C)[nH]c(N)nc1=O	0
17	CCCn1c(N)c(N(CCOC)C(=O)c2ccc(F)cc2)c(=O)[nH]c1=O	0
18	COc1ccc2[nH]c(C(=O)N3CCNCC3)cc2c1OC	0
19	O=C(Nc1ccon1)c1sc2cc(Cl)ccc2c1Cl	0
20	CCOC(=O)C(CC)n1cnc2c(cnn2-c2ccc(Cl)cc2)c1=O	0
21	C/C(=N/NC(=O)Cc1csc(N2CCOCC2)n1)c1ccc(Cl)c(Cl)c1	0
22	CCCCn1c(/C=C\c2ccco2)nc2ccccc21	0
23	CCOC(=O)c1c(NC(=O)CCC(=O)O)sc2c1CC(C)(C)OC2	0
24	CCCCCC1CC(=O)C=C(C)C1C(=O)OC	0
25	Nc1ccc(NC(=O)CCN2CCOCC2)cc1	0
26	CC(C)NC(=O)c1ccccc1S(=O)c1ccccc1C#N	0
27	Cc1ccc(-c2nc(=O)cc(C(F)(F)F)[nH]2)cc1	0
28	COc1ccc(C2CC(=O)c3cc(OC)c(OC)cc32)cc1OC	0
29	COc1ccc(C(CNC(=O)c2ccc(C)c(S(=O)(=O)Nc3ccccc3OC)c2)N2CCCC2)cc1	0
30	Cc1cccc(CN2CCN(C(=O)CCc3nnc(C4CCCCC4)o3)CC2)c1	0
31	Cc1ccnc(NS(=O)(=O)c2ccc(NC(=O)c3ccc(S(=O)(=O)N(C)C)cc3)cc2)n1	0
32	Cc1nc(C)c(C(=O)N(c2ccccc2F)C(C(=O)NCC2CCCO2)c2ccccc2)s1	0
33	C/C(CCc1ccccc1)=N\NC(=O)CC(=O)NCCc1ccccc1	0
34	Cc1ccc(C(=O)N/C(=C\c2cccc([N+](=O)[O-])c2)C(=O)OCN2C(=O)c3ccccc3C2=O)cc1	0
35	O=C(NCc1ccco1)c1ccc(COc2ccc(Cl)cc2)cc1	0
36	Nc1c(C=C2C=CC(=O)C=C2)c(=O)nc2sc(CC(=O)N3CCCCC3)nn12	0
37	CCCNC(=O)c1nc(C)c(C)nc1C(=O)Nc1cccc(Cl)c1	0
38	Cc1ccc2c(c1)/C(=C\c1ccc(F)cc1)C(=O)N2	0
39	O=C(c1ccc([N+](=O)[O-])cc1)N(Cc1ccc(Cl)cc1Cl)N1C(=O)CCCC1=O	0
40	O=C(Nc1ccon1)c1cccc(C(F)(F)F)c1	0
41	Cc1cccc(N/N=C(/C=O)C(=O)c2ccc(Br)cc2)c1	0
42	COc1cc(C2c3c(oc4cc(C)c(C)cc4c3=O)C(=O)N2c2cc(C)ccn2)ccc1O	0
43	COc1ccccc1CNC(=O)c1cc(-c2cccnc2)nc2ccccc12	0
44	O=C(O)c1ccc(Nc2nc3c(s2)CCCC3)cc1	0
45	N#CC1=C(N)OC2=C(C(=O)CCC2)C12CCC1(CC2)OCCO1	0
46	O=C(c1ccc(C(F)(F)F)cc1)C1CCCN(C(=O)Cn2cncn2)C1	0
47	COC(=O)c1c(N(S(C)(=O)=O)S(C)(=O)=O)sc2c1CCN(c1ncc(C(F)(F)F)cc1Cl)C2	0
48	CCOC(=O)c1ccc(CNC(=O)C2CCC(=O)N(Cc3cccc(OC)c3)C2)o1	0
49	C1=C(c2ccccc2)N=C2N=NNN2C1	0
50	COc1ccc2c(=O)c3ccccc3oc2c1	0
51	COc1cc(OC)c(C(=O)N2CCN(c3ccccn3)CC2)cc1OC	0
52	Cc1ccc(NC(=O)CN(C)CC(=O)Nc2cccc(F)c2)cc1S(=O)(=O)N1CCCCCC1	0
53	C=CC#CC1(O)CC(C)[N+](C)(C)CC1C	0
54	Cc1ccc(C)c(Cn2[nH]nc3c(=O)nc(C4CCCN(C(=O)c5ccco5)C4)nc2-3)c1	0
55	Cc1n[nH]c(=O)c2c(NC(=O)CSc3nn(-c4ccccc4)c(=S)s3)oc(C)c12	0
56	Cc1ccc(S(=O)(=O)N2CCC(N3CCCCCC3)CC2)cc1	0
57	COc1ccc(S(=O)(=O)NC2CC(=O)N(c3ccc4c(c3)OCCO4)C2)cc1	0
58	COc1ccc(OCCSc2nc(=O)cc(-c3ccccc3)[nH]2)cc1	0
59	Cc1ccc(NC(=O)CSc2nnc(C)c(=O)n2N)c(C)c1	0
60	C=CCn1c(SCCN2CCCCC2)nc2c1c(=O)[nH]c(=O)n2C	0
61	COCCCNC(=O)C1=CCN(S(=O)(=O)c2ccc(C)cc2)CC1	0
62	Clc1ccc(Nc2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1Cl	0
63	CCc1nnc(NC(=O)CSc2nnc(-c3ccc(NS(=O)(=O)c4ccccc4)cc3)o2)s1	0
64	CCn1cc(C(=O)NP(=O)(Nc2ccc(C)cc2)Nc2ccc(C)cc2)c2ccccc21	0
65	O=C1/C(=C/c2cccnc2)CCc2c1[nH]c1ccccc21	0
66	CCOC(=O)Cn1c(=O)oc2cc(S(=O)(=O)NCc3ccccn3)ccc21	0
67	CCOC(=O)Cn1/c(=N/C(=O)C2COc3ccccc3O2)sc2cc(S(N)(=O)=O)ccc21	0
68	COc1ccc(CCC(=O)NCCS(=O)(=O)N2CCN(c3ccc(F)cc3)CC2)cc1	0
69	Cc1ccc(S(=O)(=O)N/N=C\c2ccc(OS(=O)(=O)c3ccc(C)c([N+](=O)[O-])c3)cc2)cc1	0
70	Cc1ccccc1C(=O)NNC(=O)CSc1nc(=O)c2ccccc2[nH]1	0
71	Cc1occc1C(=O)N1CCN(S(C)(=O)=O)CC1	0
72	CCOCCCNC(=O)C1CCCN1S(=O)(=O)c1ccc(Cl)cc1	0
73	CCOC(=O)N1CCN(C(=O)CN(c2ccccc2OC)S(=O)(=O)c2ccc(OC)cc2)CC1	0
74	COc1ccc(NC(=O)Nc2ccc(C(=O)N3CCOCC3)cc2)cc1	0
75	CCc1ccc(C2C(C#N)=C(N)Oc3cc(N)ccc32)cc1	0
76	O=S(=O)(N1CCCCC1)n1nnc2ccccc21	0
77	CCOc1ccccc1CNc1nnnn1C	0
78	O=C1CCC([N+](=O)[O-])C(C2CC=CCC2)N1	0
79	O=C1CCCCC1Sc1ccc(Cl)cc1[N+](=O)[O-]	0
80	Cc1ccc(-c2nn(C)c(=O)c3ccccc23)cc1CN1CCOCC1	0
81	COc1cc2c(C(=O)NC3CCCCCC3)cn(C)c(=O)c2cc1OC	0
82	Cc1ccc(N2C(=O)SC(N(CC(=O)O)c3cccc(C)c3)C2=O)cc1	0
83	CCOc1cc(/C=C2\C(=O)N(c3ccccc3)N=C2C)ccc1OC(=O)c1ccco1	0
84	OC(COCC(F)(F)C(F)(F)C(F)(F)C(F)F)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21	0
85	CSc1nc2c(c(=O)[nH]c(=O)n2C)n1Cc1ccc(Cl)cc1	0
86	CC(=O)Oc1ccc(NC(=O)Cc2ccccc2)c(C(=O)O)c1	0
87	CCN(CC(=O)NCc1ccco1)S(=O)(=O)c1ccc(OC)cc1	0
88	Cc1ccc(S(=O)(=O)c2nc(S(C)(=O)=O)sc2NCc2ccc3c(c2)OCO3)cc1	0
89	Cn1c(SCC(=O)Nc2ccc3c(c2)OCCO3)nnc1-c1ccco1	0
90	CCCOc1ccc(-c2nc(OC)c3ccccc3n2)cc1	0
91	Cc1ccc(N(CC(=O)NCc2ccco2)C(=O)CCC(=O)Nc2nccs2)cc1	0
92	CN(C)c1nc(N(C)C)n(S(=O)(=O)c2cccc(C(F)(F)F)c2)n1	0
93	Cc1ccc(S(=O)(=O)N/C(=N/CC(=O)O)c2ccccc2)cc1	0
94	O=C(c1ccc(N2CCCCC2)c([N+](=O)[O-])c1)N1CCOCC1	0
95	S=C(Nc1ccc(Cl)cc1Cl)Nc1ccccc1Oc1ccccc1	0
96	O=C(/C=C\c1ccccc1)N/C(=C/c1ccccc1)C(=O)NCCCO	0
97	CC(=O)Nc1nc(C)nc(-c2ccccc2)c1C(C)=O	0
98	C=CCn1c(SCC(=O)Nc2cccc(C(=O)OC)c2)nnc1C(C)NC(=O)c1cccs1	0
99	CC1=CC(=O)/C(=C2\C=C(c3ccccc3[N+](=O)[O-])NN2)C=C1	0
100	Cc1cc2cc(CNC(=O)c3ccc(S(=O)(=O)N4CCCCC4)cc3)ccc2n1C	0
101	C=CCNC(=S)NNC(=O)CCC(O)COCCC(C)C	0
102	CCOC(=O)C1CCN(C(=O)c2ccc3c(=O)n4c(nc3c2)CCCCC4)CC1	0
103	CC(NC(=O)c1nc[nH]c1C(=O)NCC(=O)OC(C)(C)C)C(=O)OCc1ccccc1	0
104	CC1=NC(=O)C(/N=N/c2cccc(O)c2)N1c1ccccc1	0
105	CCn1cnc2c1c(=O)n(CC(=O)NN)c(=O)n2Cc1ccccc1	0
106	NC(=S)N/N=C/c1cn(-c2ccccc2)nc1-c1cccnc1	0
107	CCc1ccc(-c2nc(SCC(=O)N(CCOC)c3c(N)n(Cc4ccccc4)c(=O)[nH]c3=O)n[nH]2)cc1	0
108	O=C(COc1ccccc1[N+](=O)[O-])N1CCN(C(=O)c2ccco2)CC1	0
109	COc1ccc(NC(=O)c2cc3c(=O)n(C)c4ccccc4c3n2C)cc1OC	0
110	Cc1nnc(SCC(=O)NNC(=O)c2ccc(Cl)cc2)s1	0
111	CCCc1[nH]nc2c1C(/C(C)=C/c1ccccc1)C(C#N)=C(N)O2	0
112	CSc1nn(-c2ccc(C(=O)OCC(=O)NC(=O)NC(C)C)cc2)c(=S)s1	0
113	COc1cc(N(C(=O)Cc2cccs2)C(C(=O)NC2CCCCC2)c2ccc(C)cc2)ccc1-n1cnnn1	0
114	CC1=C(CC/C(C)=N/NC(N)=S)C(C)(C)CCC1	0
115	O=C(CN1C(=O)COc2ccccc21)N(CCCN1CCOCC1)CC1CC=CCC1	0
116	CCc1noc(C)c1C(=O)N1CCOCC1	0
117	CCOc1ccccc1NC(=O)CSc1ccc(-c2ccco2)nn1	0
118	COc1ccc(C2CC(c3cccs3)=NN2C(=O)CN2CCCCC2)cc1	0
119	COc1ccc(/C=N\c2oc(-c3ccccc3)cc2C#N)cc1	0
120	CCN(C(=O)CCC(=O)N(CC)c1ccccc1)c1ccccc1	0
121	COc1cc2[nH]c(CN(C)Cc3ccc(F)cc3)nc(=O)c2cc1OC	0
122	O=C(NCCCn1ccnc1)c1ccccc1NS(=O)(=O)c1ccc(F)c(F)c1	0
123	CCOc1cc(C(=O)Nc2ccc(F)cc2)cc(Br)c1OC	0
124	COC(=O)CNC(=O)C1Nc2ccc(OC(F)(F)F)cc2C2C=CCC12	0
125	COCCN(C(=O)CCC(=O)Nc1nccs1)C(C(=O)NC(C)(C)C)c1ccc(C)cc1	0
126	COc1cc(NC(=O)C23CC4CC(C2)CC(n2nnc(C)n2)(C4)C3)c(OC)cc1Cl	0
127	Cc1nc(C(F)(F)F)ccc1C(=O)NCC(O)c1ccccc1	0
128	COc1cccc(N2CCN(C(=O)c3cc4cc(Cl)ccc4[nH]3)CC2)c1	0
129	COc1ccc(N(C)S(=O)(=O)c2ccc(C)cc2)c([N+](=O)[O-])c1	0
130	COc1cc(Cl)c(C)cc1NC(=S)NN	0
131	COC(=O)c1ccc(C(=O)OC)c(NC(=O)COc2ccccc2OC)c1	0
132	COc1ccc(CNC(=O)CN2C(=O)c3ccc([N+](=O)[O-])cc3C2=O)cc1	0
