	0	1
0	COc1cc(C2/C(=C(\O)c3ccc4c(c3)CC(C)O4)C(=O)C(=O)N2CCCn2ccnc2)cc(OC)c1OC	0
1	COc1ccc(-c2cc(C(=O)NCC3CCCO3)c3ccccc3n2)c(OC)c1	0
2	Cc1nc2nncn2c(N2CCN(c3ccccc3)CC2)c1C	0
3	Cc1ccc(-n2ncc3c2CCCC3NC(=O)CCc2cnccn2)cc1C	0
4	Cc1cc(C)c(S(=O)(=O)N2CCCC(C(=O)NCCC3=CCCCC3)C2)c(C)c1	0
5	O=C1C2CCCCC2C(=O)N1c1cccc(OS(=O)(=O)c2ccccc2)c1	0
6	CC(=O)c1ccc(N2CCN(C(=O)C3CCN(S(=O)(=O)c4ccc5c(c4)CC(C)N5C(C)=O)CC3)CC2)cc1	0
7	CC(C)CC(=O)/N=C1\SC2CS(=O)(=O)CC2N1Cc1ccccc1Cl	0
8	Cc1ccccc1S(=O)(=O)c1cc(C#N)c(=O)[nH]c1N	0
9	O=C(NCc1ccco1)c1cnccn1	0
10	COCCN1C(=O)C(=O)/C(=C(/O)c2ccc(S(=O)(=O)N3CCOCC3)cc2)C1c1ccc(O)cc1	0
11	O=C(NCc1nnc(SCC(=O)N2CCN(c3ccccc3)CC2)o1)c1ccco1	0
12	Cc1cccc(NC(=O)c2ccc(CN3CCc4ccccc4C3)cc2)c1C	0
13	CCCC(C)NC(=O)Cn1c(=O)c2c(ncn2CCC(C)C)n(Cc2ccccc2)c1=O	0
14	O=[N+]([O-])c1ccc2c(c1Nc1ccccc1)=NC1(CCCCC1)N=2	0
15	O=C(Nc1ncc2c(n1)CC(c1ccco1)CC2=O)c1ccc(Cl)cc1	0
16	CCN(CC)CCOC(=O)c1ccc(NC(=O)/C=C\c2cccs2)cc1	0
17	CC(C)(C)N1C(=O)c2ccc(C(=O)NNC(=O)c3ccccc3)cc2C1=O	0
18	O=C(COc1ccccc1Br)c1ccc(O)cc1O	0
19	O=C1NC(Cc2ccccc2)c2nc3ccc(Cl)cc3c(=O)n2-c2ccccc21	0
20	O=C(CSc1nc2ccccc2o1)Nc1ccccc1N1CCCCCC1	0
21	CC(=O)NCc1ccc(-c2csc(N)n2)s1	0
22	Cc1nc2cc(-c3ccccc3)nn2c(C)c1CCC(=O)NCCc1ccccc1	0
23	CN(C)C(=O)CN1CCN(c2nc3nonc3nc2N2CCCCC2)CC1	0
24	Cn1c(-c2ccccc2)cc2c3no[n+]([O-])c3ccc21	0
25	CN(C(=O)c1ccc(N2CCCCC2)c([N+](=O)[O-])c1)C1(C)CCS(=O)(=O)C1	0
26	O=C(Nc1ccc([N+](=O)[O-])cc1Br)c1cccnc1	0
27	COC1CC=C2CCN3CCC4=C(CC(=O)OC4)C23C1	0
28	CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O	0
29	O=C(NCC1COc2ccccc2O1)C1CCN(S(=O)(=O)c2ccccc2)CC1	0
30	CCn1cc(CN2CCN(Cc3ccsc3)C(CCO)C2)cn1	0
31	Cc1nc2ccccc2n1CCc1nc2c3ccccc3nc(SCC(=O)Nc3cccc(C(F)(F)F)c3)n2n1	0
32	CCOC(=O)N1CCN(C(=O)c2cccc(-n3c(=S)[nH]c4cc(Cl)ccc4c3=O)c2)CC1	0
33	COc1cccc(CNC(=O)CCn2cnc3ccccc3c2=O)c1	0
34	Cc1ccc(S(=O)(=O)c2nc(-c3cccs3)oc2N2CCCCC2)cc1	0
35	O=C(COCc1cc(-c2cccs2)on1)N1CCN(c2ccccc2)CC1	0
36	COc1ccc(CN(C)C(=O)C2CSC3(C)CCC(=O)N23)cc1OC	0
37	O=C(NC1CCCCCC1)C1CCN(C(=O)N2CCOc3ccccc32)CC1	0
38	CC1=C(C(=O)Nc2ccc(C(=O)N3CCN(c4ccccc4F)CC3)cc2)SCCO1	0
39	Cc1cc(C)c2c(n1)N=N/C2=N\NN1CCOCC1	0
40	COc1ccc(C(=O)NCCNC(=O)c2cc(OCC(F)(F)F)ccc2OCC(F)(F)F)cc1	0
41	Cc1nn(C)c(=S)n1-c1ccc(Cl)cc1	0
42	CC(C)(C)NC(=O)CSc1nc(=O)cc(O)n1-c1ccccc1F	0
43	Cc1cc(S(=O)(=O)Nc2ccc3c(c2)n(C)c(=O)n3C)ccc1F	0
44	c1ccc(-n2nnnc2Cc2nnnn2-c2ccccc2)cc1	0
45	Cc1ccc(S(=O)(=O)N(C)CC(=O)N2CCOCC2)cc1	0
46	CC(C)C1(NC(=O)C2CC3c4cccc5[nH]cc(c45)CC3N(C)C2)OC2(O)C3CCCN3C(=O)C(Cc3ccccc3)N2C1=O	0
47	Cc1ccc(N2C(=O)c3sc4nnc(C)c(=O)n4c3C2=O)cc1	0
48	c1cc2c(cc1C1OCC3C(c4ccc5c(c4)OCO5)OCC13)OCO2	0
49	CC1=CC2=NC(Nc3ccc(F)cc3)SN2N1	0
50	O=C(NC1CCN(C(=O)Nc2ccc(F)cc2)CC1)c1cccc(F)c1	0
51	CCCS(=O)(=O)Nc1ccc(-c2cn3c(n2)SCC3)cc1	0
52	CCN(CC)S(=O)(=O)c1ccc(NN=C2CCN(C)CC2)c([N+](=O)[O-])c1	0
53	COc1ccc(-c2cc(C(F)(F)F)n3ncc(C(=O)N4CCc5ccccc5C4)c3n2)cc1	0
54	N#Cc1ccsc1NC(=O)C1CCN(S(=O)(=O)c2cccs2)CC1	0
55	O=C(CSc1nccc(=O)[nH]1)c1ccco1	0
56	Cc1cccc(-n2c(Cc3cc(=O)[nH]c(=O)[nH]3)nnc2SCC(=O)N2CCCCC2)c1	0
57	COc1ccc(C2CC(c3ccccc3)=NN2C(=O)COC(=O)c2cccc(O)c2)cc1	0
58	O=C(Oc1ccc(OC(=O)N2CCCCC2)cc1)N1CCCCC1	0
59	Cc1c(C(=O)N(Cc2ccc(N(C)C)cc2)Cc2ccco2)oc2cc(Br)ccc12	0
60	Cc1ccccc1Nc1cc(=O)oc2ccccc12	0
61	CC(=O)Nc1cccc(NC(=O)c2cc(-c3ccccn3)nc3ccc(Cl)cc23)c1	0
62	Cc1ccc2nc(-c3ccncc3)cc(C(=O)Nc3ccncc3)c2c1	0
63	CC(=O)N1CCc2c(sc3c2c(=O)n(-c2ccccc2)c(=O)n3CC(=O)c2ccc(Cl)cc2)C1	0
64	CN(CC(=O)Nc1ccc([N+](=O)[O-])cc1Br)Cc1c(F)cccc1Cl	0
65	Cc1ccccc1NC1(C#N)CCCCC1	0
66	Cc1nn(Cc2ccccc2Cl)c2sc(C(=O)NCc3ccc4c(c3)OCO4)cc12	0
67	CCC(Cc1ccccc1)NC(=O)CCS(=O)(=O)c1cc2c(cc1Cl)NC(=O)CO2	0
68	CC(C)C(NC(=O)c1c(F)cccc1F)C(=O)N1CCN(c2ncccn2)CC1	0
69	COc1ccc(N2CCN(c3nc4c(c(=O)n(C)c(=O)n4C)n3CCCc3ccccc3)CC2)cc1	0
70	Clc1ccccc1-c1nnc2n1-c1ccccc1SC2	0
71	CN(C)CP(=O)(O)CN(C)C=O	0
72	Nc1nc(-c2ccccc2)nn1C(=O)Cc1ccccc1	0
73	O=C(NCc1nc2ccccc2[nH]1)c1c(F)c(F)c(F)c(F)c1F	0
74	Cc1ccccc1N1CCN(Cc2c[nH]c3ccccc23)CC1	0
75	CCN(CC)CCCC(C)NC1=NCCCCC1	0
76	CCOC(=O)c1c(C)sc2c1N(C(C)=O)c1cc(Cl)ccc1S2	0
77	O=C1CN(C(=O)c2ccc(F)cc2)c2ccccc2N1	0
78	CCCN1C(=O)c2ccccc2NC1c1ccc(OC)c(COc2cccc(C)c2C)c1	0
79	CCOC(=O)N1CCN(C(=O)C(C)c2ccc([N+](=O)[O-])cc2)CC1	0
80	COC(=O)c1cc(N2C(=O)C3C(C2=O)C2(C)C=CC3(C)O2)ccc1Cl	0
81	CC(C)c1cc(C(=O)O)n[nH]1	0
82	O=C(NC1CCCC1)C(c1ccncc1)N(CC1CCCO1)C(=O)Cn1nnc(-c2cccs2)n1	0
83	COc1cc2[nH]c(=O)n(-c3ccc(C)cc3)c(=O)c2cc1OC	0
84	Cc1ccccc1-c1nc(CN2CCC(C(=O)NCc3ccccc3Cl)CC2)c(C)o1	0
85	Cc1ccc(N(C)C(=O)CN(C)S(=O)(=O)c2ccc3c(c2)n(C)c(=O)c(=O)n3C)cc1	0
86	O=C(Nc1cc(Br)ccc1O)c1cnn2c(C(F)F)cc(C3CC3)nc12	0
87	CN(CC(=O)Nc1ccc(Cl)cc1)C(=O)c1ccc(S(=O)(=O)Nc2ccccc2)cc1	0
88	O=C(CCN1CCCC1Cc1ccccc1)c1ccc2c(c1)OCCO2	0
89	Cc1ccc(OCC(=O)N2CCN(C3=NS(=O)(=O)c4ccccc43)CC2)cc1	0
90	COCCNc1nnc(SC(C)C(=O)Nc2ccc(-c3nc4ccc(C)cc4s3)cc2)s1	0
91	CC(=O)Nc1ccc(C(=O)Nc2ccc3c(c2)N(C2CCCC2)C(=O)c2ccccc2S3)cc1	0
92	COCCCn1c(C)c(C(C)=O)cc(NC(=O)c2ccccc2)c1=O	0
93	Cc1ccco1	0
94	CCOc1ccc(NC(=O)Cn2c(=O)n(CCCCC(=O)NCCc3ccc(Cl)cc3)c(=O)c3ccccc32)cc1	0
95	CCC(=O)N1CCc2cc(Br)cc(S(=O)(=O)N3CCCC(C(=O)NCc4ccc(OC)cc4)C3)c21	0
