0	1	2
CSCCC1NC(=O)NC1=O	0	1975.921
O=C(Nc1cccnc1)c1cn(-c2ccccc2)nc1-c1cccs1	0	2004.347
C=CCNC(=S)Nc1sc2c(c1C(N)=O)CCCC2	0	2005.208
CCOc1cc(CC(=O)NC(CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O	0	1987.019
COc1ccc(C2CC(c3ccc(OC)c(OC)c3)=NN2S(C)(=O)=O)cc1	0	2010.326
O=C(CSc1nnnn1-c1cccc(C(=O)O)c1)NC(c1ccccc1)c1ccccc1	0	2021.882
Cc1ccc2c([N+](=O)[O-])cccc2n1	0	2003.773
Cn1c(=O)n(C)c2cc(NS(C)(=O)=O)ccc21	0	2017.09
CCCc1cc2c(=O)c(-c3ccc4c(c3)OCCO4)coc2cc1OS(C)(=O)=O	0	2011.822
O=Cc1ccc(Oc2cc(-c3ccccc3)nc(-c3ccccc3)n2)cc1	0	2013.425
CC(=O)Nc1ccc(S(C)(=O)=O)c(C)c1	0	2010.288
COc1ccc(-c2nc(CSCC(=O)NCCCN3CCCC3=O)c(C)o2)cc1OC	0	2009.693
O=C(O)CSc1nnc(COc2cccc3ccccc23)n1Cc1ccccc1	0	2018.452
Cc1cc(N)n(-c2ccccc2C)n1	0	1977.414
Cc1cc(=O)[nH]c(SCC(N)=O)c1C#N	0	2008.577
CCn1c(Cc2ccccc2)nnc1SCC(=O)Nc1ccccc1	0	2004.806
O=C(c1cccs1)N1CCN(c2nnc(-c3ccccc3)c3ccccc23)CC1	0	2020.158
O=C(O)CNC=C1C(=O)CC(c2ccccc2)CC1=O	0	2020.426
O=C(O)c1ccc2c(c1)C(=O)N(Cc1ccccc1)C2=O	0	1986.175
O=C1CCC(C(=O)Nc2ccccc2)N1	0	2011.553
COc1cc(N)c(Cl)cc1C(=O)NC1CN2CCC1CC2	0	1985.792
N#C/C(=C\c1cn(CC(=O)O)c2ccccc12)C(=O)Nc1ccccc1	0	2005.784
CC(C)C1(C)N=C(c2nc3ccccc3cc2C(=O)O)NC1=O	0	1985.14
Cc1ccc(S(=O)(=O)N(CC(=O)O)Cc2ccccc2)cc1	0	1999.115
Cc1ccc(/C=N/NC2=NC(=O)CS2)o1	0	2005.323
CN1CCN(c2ccc(C=O)cc2)CC1	0	1979.564
COc1ccc(OCC(=O)N2CCN(C(C)C)CC2)cc1	0	2017.622
c1csc(-c2ccc3ccccc3n2)c1	0	1984.929
CC1(C)CC(=O)c2ccc(O)cc2O1	0	1978.219
CCN(CC)C(=O)c1ccc(-c2ccccc2)cc1	0	1998.214
CN(C)S(=O)(=O)c1ccc2nc(NC(=O)c3cccs3)sc2c1	0	2007.625
CC(=O)Nc1cccc([N+](=O)[O-])c1	0	1976.475
CC(=O)CC(=O)Nc1ccc(Cl)cn1	0	2021.825
Cc1cccnc1NC(=S)Nc1ccc(F)cc1F	0	2016.937
COc1ccc(N(C(=O)CCl)C(C(=O)NCCc2ccccc2)c2cccs2)cc1	0	2014.044
N#Cc1c(-c2ccco2)ccn(Cc2ccc(F)cc2)c1=O	0	2006.225
COc1ccc(Cn2cnc3c(N)c(C)c(C)cc32)cc1	0	2010.729
NC(=O)C1CCN(C(=O)C23CC4CC(CC(C4)C2)C3)CC1	0	2014.715
Nc1ccc(NS(=O)(=O)c2ccccc2)cc1	0	1976.686
CCCCn1nc(C(=O)O)ccc1=O	0	1996.107
O=c1c2[nH]c3ccc(Br)cc3c2ncn1CCCn1ccnc1	0	2020.063
O=C(Nc1sc2c(c1C(=O)O)CCCC2)c1ccccc1Cl	0	2021.825
O=C(Nc1ccccc1)N1CCSCC1	0	2018.449
S=C(NCCc1ccccc1)Nc1ccccc1	0	1989.049
O=S(=O)(Nc1ncccc1O)c1ccc(Cl)cc1	0	2014.888
Cc1c(CN(C)C)c2c(n1Cc1ccccc1)C(=O)c1ccc(Br)cc1-2	0	2009.348
CCN(CC)CCN(C)Cc1ccc(Br)cc1	0	2005.803
CCOC(=O)c1cc2ccc(OC)cc2oc1=O	0	1979.255
Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O	0	1986.866
Cc1cnc(NC(=O)c2cc(S(=O)(=O)N(C)C)ccc2N2CCCC2)s1	0	2019.008
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2	0	1991.142
O=S(=O)(Nc1cccc2cccnc12)c1ccccc1	0	1995.759
Nc1ccn(-c2ncc(C(F)(F)F)cc2Cl)c(=O)n1	0	2010.69
CC(C)C(=O)Nc1ccc(C(=O)NNC(=S)NC(=O)c2ccco2)cc1	0	2017.666
O=c1nc[nH]c2cc(Cl)ccc12	0	1979.101
COc1ccc(C2C(C(C)=O)=C(O)C(=O)N2c2nccs2)cc1	0	2008.811
