N#Cc1ccccc1C(=O)N1CCC(C(=O)c2ccc(F)cc2)CC1	5.130011949671903
O=C(c1ccc(F)cc1)C1CCN(C(=O)c2cc(F)cc(F)c2)CC1	3.778151250383643
O=C(c1ccc(F)cc1)C1CCN(C(=O)c2ccc(F)c(F)c2)CC1	4.359835482339888
O=C(c1ccc(F)cc1)C1CCN(C(=O)c2ccc(Cl)c(Cl)c2)CC1	2.9030899869919438
Cc1ccc(C(=O)N2CCC(C(=O)c3ccc(F)cc3)CC2)cc1	4.309630167425898
O=C(c1ccccc1)C1CCN(C(=O)c2c(F)cccc2F)CC1	4.12057393120585
O=C(c1ccc(F)cc1)C1CCN(C(=O)c2ccc(F)cc2Cl)CC1	4.161368002234974
COc1ccc(C(=O)N2CCC(C(=O)c3ccc(F)cc3)CC2)cc1	4.33041377334919
O=C(c1ccc(F)cc1)C1CCN(C(=O)c2ccc(OC(F)(F)F)cc2)CC1	4.060697840353611
O=C(c1ccc(F)cc1)C1CCN(C(=O)c2ccc(F)cc2)CC1	4.489958479424835
O=C(c1ccc(F)cc1)C1CCN(C(=O)c2ccc(Cl)cc2)CC1	4.1003705451175625
CCOc1ccccc1C(=O)N1CCC(C(=O)c2ccc(F)cc2)CC1	3.763427993562936
O=C(c1ccc(F)cc1)C1CCN(C(=O)c2cccc(Cl)c2)CC1	4.459392487759231
Cc1ccc(C(=O)C2CCN(C(=O)c3ccc(C)cc3)CC2)cc1	3.6720978579357166
O=C(c1ccc(F)cc1)C1CCN(C(=O)c2ccccc2OC(F)(F)F)CC1	5.159867847092566
O=C(c1ccc(F)cc1)C1CCN(C(=O)c2cccc(OC(F)(F)F)c2)CC1	4.0413926851582245
O=C(c1ccc(Cl)cc1)C1CCN(C(=O)c2ccccc2)CC1	4.4698220159781625
Cc1ccc(C(=O)N2CCC(C(=O)c3c(C)cc(C)cc3C)CC2)cc1	3.9684829485539352
O=C(c1ccccc1)C1CCN(C(=O)c2ccc(Cl)cc2)CC1	4.459392487759231
