	0	1
0	COc1ccc(C(=O)N(C)C)cc1	-11.01
1	CS(=O)(=O)Cl	-4.87
2	C=CC(C)C	1.83
3	CCc1cnccn1	-5.45
4	CCCCCCCO	-4.21
5	Cc1cc(C)cc(O)c1	-6.27
6	CC(C)C(C)C	2.34
7	CCCC(C)(C)O	-3.92
8	C[C@@H]1CCCC[C@@H]1C	1.58
9	CC[C@H](C)O	-4.62
10	BrCBr	-1.96
11	CC[C@@H](O)C(C)C	-3.88
12	CCc1ccccn1	-4.33
13	CCCCC(=O)OCC	-2.49
14	Sc1ccccc1	-2.55
15	CC(C)=CCC/C(C)=C\CO	-4.78
16	c1ccc2c(c1)CCC2	-1.46
17	CCOc1ccccc1	-2.22
18	Oc1ccc(Br)cc1	-5.85
19	CCCC(C)(C)C	2.88
20	CC(=O)OCCOC(C)=O	-6.34
21	CCOP(=S)(OCC)SCSP(=S)(OCC)OCC	-6.1
22	OC1CCCCCC1	-5.48
23	COC(=O)C1CC1	-4.1
24	N#Cc1ccccc1	-4.1
25	CCCCC#N	-3.52
26	CC(C)(C)O	-4.47
27	CC(C)C(=O)C(C)C	-2.74
28	CCC=O	-3.43
29	CN(C)C=O	-7.81
30	Cc1ccc(C)cc1	-0.8
31	C=CCC=C	0.93
32	Cc1cccc(Nc2ccccc2C(=O)O)c1C	-6.78
33	CN(C)C(=O)c1ccccc1	-9.29
34	CCNCC	-4.07
35	CC(C)(C)c1ccc(O)cc1	-5.91
36	CC(C)CCOC=O	-2.13
37	CCCCCCCCCCO	-3.64
38	CCOC(=O)CC	-2.68
39	CCCCCCCCC	3.13
40	CNC(C)=O	-10.0
41	C=CCCCCCCC	2.06
42	Oc1ccc2ccccc2c1	-8.11
43	Clc1ccc(Cl)c(Cl)c1	-1.12
44	OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	-23.62
45	CCCC(=O)OC	-2.83
46	O=Cc1ccccc1O	-4.68
47	C1CNC1	-5.56
48	CCCNCCC	-3.65
49	Nc1ccccc1	-5.49
50	FC(F)(F)F	3.12
51	CC[C@@H](C)CO	-4.42
52	Oc1ccccc1I	-6.2
53	COc1cccc(OC)c1O	-6.96
54	C#CCC	-0.16
55	FC(F)(F)c1ccccc1	-0.25
56	NN	-9.3
57	Cc1ccccn1	-4.63
58	CCNc1nc(Cl)nc(NCC)n1	-10.22
59	Clc1cc2c(cc1Cl)Oc1ccccc1O2	-3.56
60	CCCCCCCCN	-3.65
61	N	-4.29
62	FC(F)(F)c1ccccc1C(F)(F)F	1.07
63	COC(=O)c1ccc(O)cc1	-9.51
64	CCCCCc1ccccc1	-0.23
65	CC(F)F	-0.11
66	Nc1cnn(-c2ccccc2)c(=O)c1Cl	-16.43
67	C=CC=C	0.56
68	CN(C)C	-3.2
69	CCCCCC(N)=O	-9.31
70	CC(C)CO[N+](=O)[O-]	-1.88
71	O=C1c2ccccc2C(=O)c2c(NCCO)cccc21	-14.21
72	O=[N+]([O-])OCCO	-8.18
73	CCCCCCC(C)=O	-2.88
74	CN1CCNCC1	-7.77
75	CCN	-4.5
76	C1=CC=CCC=C1	-0.99
