0	1	2
CC(=O)Nc1ccccc1	1	1975.173
CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1	1	1990.466
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1	1	1979.332
CN1CCN(CCCCN2C(=O)CN(/N=C/c3ccc(-c4ccc(Cl)cc4)o3)C2=O)CC1	1	1993.173
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)N[C@H](Cc1ccccc1)NS2(=O)=O	1	1977.26
CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1	1	1976.724
CN(C)C(=O)O[C@@H]1N=C(c2ccccc2)c2cc(Cl)ccc2N(C)C1=O	1	1984.989
NC(=O)N1c2ccccc2C=Cc2ccccc21	1	1977.03
O=NN(CCCl)C(=O)NCCCl	1	1976.475
CCN(CC)CCCCN(C)c1ccnc2cc(Cl)ccc12	1	1987.192
COc1ccc([C@]2(C#N)CC[C@H](C(=O)O)CC2)cc1OC1CCCC1	1	1993.786
CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21	1	2001.049
O=c1ccc2ccccc2o1	1	1973.351
CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1	1	1976.896
CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1	1	1987.885
COc1cc2nc(N3CCN(C(=O)[C@@H]4COc5ccccc5O4)CC3)nc(N)c2cc1OC	1	1996.484
O=C(O)Cc1ccccc1Oc1ccc(Cl)cc1Cl	1	1979.296
OCCN1CCN(CC/C=C2\c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1	1	1980.844
CC(C)n1c(/C=C/[C@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21	1	2021.436
Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1	1	1978.89
CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O	1	1993.173
Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1	1	1983.647
CN1[C@@H]2CCC[C@H]1C[C@@H](NC(=O)c1nn(C)c3ccccc13)C2	1	1989.51
NNc1nncc2ccccc12	1	1974.674
CC[C@@H](C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1	1	2010.685
COc1ccc2c(c1)c(CC(=O)O)cn2C(=O)c1ccccc1	1	2016.781
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1	1	2001.011
O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1	1	1977.395
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1	1	1997.699
CC[C@@H](C(N)=O)N1CCCC1=O	1	1985.89
