	0	1
0	CCCC(=O)Nc1ccc(N2CCN(CC)CC2)c(Cl)c1.Cl	0
1	CC(=O)N(c1ccc2oc(=O)sc2c1)S(=O)(=O)c1cccs1	1
2	Clc1ccccc1-c1nc(-c2ccccc2)n[nH]1	1
3	COc1ccccc1C(c1nnnn1C(C)(C)C)N1CCN(Cc2ccncc2)CC1	1
4	COc1ccccc1CNC(=O)Cn1nnc(-c2ccncc2)n1	1
5	CC(=O)Nc1cccc(NC(=O)C2CCCN2C(=O)Nc2ccccc2C)c1	0
6	CCC(c1nnnn1CC1CCCO1)N(CCN1CCOCC1)Cc1cc2cc(C)ccc2[nH]c1=O	0
7	Br.N=c1n(CCN2CCOCC2)c2ccccc2n1CC(=O)c1ccc(Cl)c(Cl)c1	1
8	COc1ccc(Nc2nc(N)nc(CSc3n[nH]c(-c4ccccc4)n3)n2)cc1	1
9	CCc1cc2c(=O)[nH]cnc2s1	0
10	CCOc1cc(NC(=O)C2CCCCC2)c(OCC)cc1NC(=O)c1ccco1	1
11	Cc1ccc2c(c1)nnn2C1CCN(S(=O)(=O)c2ccc(C(=O)N3C(C)CCCC3C)cc2)CC1	1
12	COc1cccc2c(=O)c(C(=O)NCc3cccs3)c[nH]c12	1
13	CCc1nnc(SCc2ccc(OC(C)C)cc2)n1N	1
14	CC(C)(C)NC(=O)CSc1nnc(Cc2ccc3c(c2)OCO3)n1C1CCCCC1	0
15	Cc1ccc2c(c1)nnn2C1CCN(CC(=O)N2c3ccccc3CC2C)CC1	1
16	O=C(CSc1nnc2c(n1)[nH]c1ccc(F)cc12)OCc1ccccc1	1
17	CCc1c(C)nc2ncnn2c1NCCc1ccc(OC)cc1	1
18	CCOC(=O)CSC1=C(C#N)C(C)C2=C(CCCC2=O)N1	1
19	O=C(c1ccc2c(c1)OCCO2)C1CCN(S(=O)(=O)c2ccccc2F)CC1	1
20	CCOC(=O)N1CCN(S(=O)(=O)Cc2ccccc2)CC1	1
21	CCSC1=C(C#N)C2(CCCCC2)C(C#N)=C(N)N1	1
22	FC(F)(F)c1ccc(N2CCN(c3cc(-c4ccccc4)nc4ncnn34)CC2)nc1	1
23	CCOC(=O)c1cc2sc(C)cc2n1CC(=O)N1CCN(C(=O)c2ccco2)CC1	1
24	CCOC(=O)C(NC(C)=O)C(OC(C)=O)c1cccc(N(CCO)CCO)c1	0
25	CCC(=O)Nc1cc2c(cc1C(=O)c1ccccc1)OCCO2	1
26	CN(C)CCNC(=O)C(C(=O)c1ccc(F)cc1)n1ccccc1=O.Cl	0
27	Cc1cc(C)nc(N2CCC(C(=O)NCCc3ccc(F)cc3)CC2)n1	0
28	COc1cc(-c2nnc(-c3ccc(N4CCOCC4)cc3)o2)cc(OC)c1OC	1
29	CN(C)C=C1C(=O)N(C2CCCCC2)C(=O)N(C2CCCCC2)C1=O	1
30	COC(=O)CN(c1ccccn1)S(=O)(=O)c1ccccc1	0
31	Cn1c(SC2=CS(=O)(=O)c3ccccc32)nc2ccccc21	1
32	CCOc1ccc(-c2nnc(-c3ccncc3)o2)cc1	1
33	CC(C(=O)NC1CCCC1)N(C(=O)c1snc(C(N)=O)c1N)c1ccc2c(c1)OCCO2	1
34	Cc1ccc(-c2cnc(NC(=O)CCC(=O)N3CCCCC3)n2C)cc1	0
35	Cn1c(-c2ccc3c(c2)OCO3)cnc1NCc1ccccc1.O=C(O)C(=O)O	1
36	Cc1cc(C)n(-c2nc3c(c(=O)[nH]c(=O)n3C)n2C(C)C)n1	0
37	Cc1cccc(NC(=O)CSc2n[nH]c(-c3ccncc3)n2)c1	1
38	O=C(Nc1ccc(S(=O)(=O)N2CCCC2)cc1)c1ccc(CN2CCOCC2)cc1	0
39	Cc1ccccc1OCC(=O)Nc1ccc(N2CCN(C(=O)C(C)C)CC2)c(Cl)c1	1
40	Cl.O=C(CN1CCN(c2ncccn2)CC1)NCCC1=CCCCC1	1
41	O=C(Nc1cccc(NC(=O)N2CCN(c3ccccc3)CC2)c1)N1CCN(c2ccccc2)CC1	1
42	Cc1ccc(Cl)cc1N1CCN(S(=O)(=O)c2ccc3c(c2)OCCO3)CC1	1
43	Cc1cccc(Nc2nc3c(c(=O)n(C)c(=O)n3C)n2CC(O)CO)c1	0
44	CCOC(=O)c1c(NC(=O)CSc2nnnn2C)sc(C)c1C	1
45	CCc1nnc(NC(=O)CSc2nnc(COc3ccccc3)n2Cc2ccccc2)s1	0
46	CC(C)Cn1c(-c2ccc(Cl)cc2)cnc1SCC(=O)N1CCOCC1	1
47	CSc1nc2nc3c(c(=O)n2[nH]1)CN(Cc1ccccc1)CC3	0
48	CCc1cc2c(NCc3ccco3)ncnc2s1.Cl	1
49	CCc1cc2c(NCCO)ncnc2s1	0
50	Cc1ccc(C)c(/C(O)=C2\C(=O)C(=O)N(Cc3cccnc3)C2c2cccnc2)c1	0
51	Nc1n[nH]c(-c2ccc(Br)cc2)c1Cl	1
52	Cc1nn(C)c(C)c1CNC(=O)c1cnn2c1NC(c1ccccc1)CC2C(F)(F)F	0
53	CN(CCC#N)CC(=O)Nc1ccc(NC(=O)CN(C)CCC#N)cc1	0
54	CCCCn1c(SCC(=O)NC(C)(C)C)nnc1-c1ccco1	1
55	CCN(CC)c1ccc2c(Cl)c(Br)c(=O)oc2c1	1
