0	1	2
COc1ccc(C(=O)N(C)C)cc1	-11.01	1978.373
CCc1cnccn1	-5.45	1976.016
CCCCCCCO	-4.21	1976.016
Cc1cc(C)cc(O)c1	-6.27	1976.016
CCCC(C)(C)O	-3.92	1976.016
CC[C@@H](O)C(C)C	-3.88	2007.816
CCc1ccccn1	-4.33	1976.016
CCCCC(=O)OCC	-2.49	1976.15
Sc1ccccc1	-2.55	1973.121
CC(C)=CCC/C(C)=C\CO	-4.78	1976.036
CCOc1ccccc1	-2.22	1976.016
Oc1ccc(Br)cc1	-5.85	1973.101
CC(=O)OCCOC(C)=O	-6.34	1976.093
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC	-6.1	1976.036
OC1CCCCCC1	-5.48	1974.923
N#Cc1ccccc1	-4.1	1973.485
CC(C)C(=O)C(C)C	-2.74	1975.69
Cc1cccc(Nc2ccccc2C(=O)O)c1C	-6.78	1974.923
CN(C)C(=O)c1ccccc1	-9.29	1975.921
CC(C)(C)c1ccc(O)cc1	-5.91	1975.211
CC(C)CCOC=O	-2.13	1976.189
CCCCCCCCCCO	-3.64	1976.016
Oc1ccc2ccccc2c1	-8.11	1975.249
Clc1ccc(Cl)c(Cl)c1	-1.12	1976.016
OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	-23.62	1973.408
O=Cc1ccccc1O	-4.68	1973.121
CCCNCCC	-3.65	1975.729
Oc1ccccc1I	-6.2	1976.016
COc1cccc(OC)c1O	-6.96	1976.246
FC(F)(F)c1ccccc1	-0.25	1973.274
CCNc1nc(Cl)nc(NCC)n1	-10.22	1976.016
Clc1cc2c(cc1Cl)Oc1ccccc1O2	-3.56	1990.775
CCCCCCCCN	-3.65	1976.016
FC(F)(F)c1ccccc1C(F)(F)F	1.07	1977.893
COC(=O)c1ccc(O)cc1	-9.51	1975.249
Nc1cnn(-c2ccccc2)c(=O)c1Cl	-16.43	1976.016
CCCCCC(N)=O	-9.31	1974.06
O=C1c2ccccc2C(=O)c2c(NCCO)cccc21	-14.21	1976.571
CCCCCCC(C)=O	-2.88	1976.016
COc1cccc(O)c1	-7.66	1976.016
CCCCCCCCBr	0.52	1976.016
OCc1ccccc1	-6.62	1973.063
CC(C)SC(C)C	-1.21	1976.016
Clc1ccc2c(c1)Oc1cc(Cl)c(Cl)c(Cl)c1O2	-3.84	1994.608
CCCSC(=O)N(CCC)CCC	-4.13	1976.016
COC(CCl)(OC)OC	-4.59	1999.115
CCOP(=O)(OCC)O/C(=C/Cl)c1ccc(Cl)cc1Cl	-7.07	1976.724
CCCSCCC	-1.28	1973.485
CCC[C@@H](O)CC	-4.06	2003.425
CN(CC(F)(F)F)c1ccccc1	-1.92	1990.411
COC(OC)(OC)c1ccccc1	-4.04	1976.877
CCOC(=O)c1ccccc1	-3.64	1975.134
CCCCCC(C)=O	-3.04	1975.537
CNC(=O)Oc1cccc2c1OC(C)(C)C2	-9.61	1975.997
BrCc1ccccc1	-2.38	1973.255
CCCCCC(=O)OCC	-2.23	1976.016
N#Cc1cccc(O)c1	-9.65	1976.227
Clc1ccc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)cc1Cl	-4.38	2005.515
Cn1c(=O)c2c(ncn2C)n(C)c1=O	-12.64	1973.849
Oc1ccc(Cl)cc1	-7.03	1976.016
COc1c(Cl)cc(Cl)c(OC)c1O	-6.44	1990.145
CC(C)Cc1cnccn1	-5.04	1983.263
Clc1ccc(Cl)c(-c2ccccc2)c1	-2.46	1976.38
Clc1cc(-c2ccccc2)c(Cl)c(Cl)c1Cl	-3.48	1976.246
CC(C)C[C@@H](C)O	-3.73	1993.915
Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc(Cl)c1Cl	-3.17	2001.216
CCCOC(=O)CC	-2.44	1976.686
ClC(Cl)(Cl)C(Cl)(Cl)Cl	-0.64	1975.345
CSc1ccccc1	-2.73	1976.016
CCc1ccccc1O	-5.66	1975.921
Clc1ccccc1Cl	-1.36	1973.025
Clc1ccc2c(c1)Oc1ccccc1O2	-3.1	1998.54
CCCCCC(=O)O	-6.21	1973.082
CCOC(=O)CCC(=O)OCC	-5.71	1976.016
Cc1ccnc(C)c1	-4.86	1976.016
CN1CCN(C)CC1	-7.58	1976.016
Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl	-3.04	1998.995
O=C1C=CC(=O)C=C1	-6.5	1973.197
Cc1ccncc1C	-5.22	1976.016
O=Cc1ccccc1	-4.02	1973.101
Clc1ccccn1	-4.39	1973.255
CC(=O)c1ccc(C)cc1	-4.7	1976.016
Cc1ccccc1Cl	-1.14	1973.485
CC(=O)N1CCCC1	-9.8	1976.055
CN(C)c1ccccc1	-3.45	1974.751
Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2	-4.53	1977.26
Clc1c(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl	-2.98	1975.422
CNc1ccccc1	-4.69	1976.016
Clc1cccc(Cl)c1Cl	-1.24	1975.729
CCOP(=S)(OCC)SCSc1ccc(Cl)cc1	-6.5	1976.036
COP(=S)(OC)SCn1nnc2ccccc2c1=O	-10.03	1976.036
Clc1cc(Cl)c2c(c1Cl)Oc1ccccc1O2	-4.05	1995.43
CCNc1nc(NC(C)C)nc(SC)n1	-7.65	1976.016
CCCCOC(=O)c1ccc(O)cc1	-8.72	1976.074
CCCCCCOC(C)=O	-2.26	1976.016
CCCCCCO	-4.4	1975.422
Clc1ccccc1-c1ccccc1	-2.69	1976.016
CCCCCCO[N+](=O)[O-]	-1.66	1976.877
CCc1ccc(O)cc1	-6.13	1975.921
O=COc1ccccc1	-3.82	1973.389
CC(C)COC(=O)C(C)C	-1.69	1973.082
Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl	-4.4	1993.288
CC(=O)Oc1ccccc1C(=O)O	-9.94	1973.044
CC(=O)C(C)(C)C	-3.11	1976.016
CCc1ccncc1	-4.73	1976.15
CC(C)NC(C)C	-3.22	1974.904
Clc1ccc2c(c1)Oc1ccc(Cl)cc1O2	-3.67	1982.592
CCCCCCCN	-3.79	1974.693
CNC(=O)Oc1cccc2ccccc12	-9.45	1974.175
O=Cc1cccc(O)c1	-9.52	1976.036
COC(=O)C(C)(C)C	-2.4	1976.016
Cc1cccc(C)c1O	-5.26	1976.016
Cc1cccc(O)c1	-5.49	1973.082
Nc1ccc(O)c2c1C(=O)c1ccccc1C2=O	-9.53	1975.326
Nc1ccc(N)c2c1C(=O)c1ccccc1C2=O	-11.85	1976.227
CCCCCCCC(C)=O	-2.49	1975.537
CCCC(=O)OCC	-2.49	1976.016
Cc1ccc(N)cc1	-5.57	1973.14
CCCCCCI	0.08	1976.15
Clc1cccc(Cl)c1	-0.98	1974.866
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl	-5.04	1974.981
Cc1c[nH]c2ccccc12	-5.88	1976.055
COP(=O)(OC)[C@@H](O)C(Cl)(Cl)Cl	-12.74	1976.055
CC(C)=CCC/C(C)=C/CO	-4.45	1976.016
CCCCNCCCC	-3.24	1973.274
Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1ccccc1O2	-3.81	1977.414
COC(=O)c1ccc([N+](=O)[O-])cc1	-6.88	1976.456
CC(=O)c1cccnc1	-8.26	1976.016
CCCCCCCCC=O	-2.07	1975.211
ClCc1ccccc1	-1.93	1973.082
