	0	1
0	CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O	4.1
1	COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1	4.1
2	Clc1cccc(N2CCNCC2)c1	4.7
3	CCN(CC)CCNC(=O)c1ccc(NC(C)=O)cc1	6.4
4	CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2	4.1
5	O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O	5.1
6	CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)CNC(C)(C)C)c1	2.6
7	O=c1[nH]cc(F)c(=O)[nH]1	0.12
8	NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl	36.0
9	NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O	2.0
10	CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1	2.1
11	CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1	2.1
12	CCc1cccc2cc(C(O)CNC(C)(C)C)oc12	2.3
13	CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O	2.0
14	N=C(N)c1ccc(C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N2CCC(OCC(=O)O)CC2)cc1	2.1
15	CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1	2.3
16	CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1	2.4
17	C=CCc1ccccc1OCC(O)CNC(C)C	2.5
18	Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2	2.7
