0	1	2
Cn1c(CN2CCN(c3ccc(Cl)cc3)CC2)nc2ccccc21	3.54	2007.778
COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1	3.69	1991.255
O=C(NC1Cc2ccccc2N(C[C@@H](O)CO)C1=O)c1cc2cc(Cl)sc2[nH]1	3.37	2007.145
OC1(C#Cc2ccc(-c3ccccc3)cc2)CN2CCC1CC2	3.14	1993.518
CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2C)n1	0.34	2007.951
COc1ccc(-c2coc3cc(OC)cc(OC)c3c2=O)cc1	3.05	2006.225
O=C1CCCCCN1	-0.08	1973.082
Nc1ccc(-c2nc3ccc(O)cc3s2)cc1	3.2	1995.186
CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C	3.77	1983.282
COc1cc(-n2nnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1N1CC[C@@H](O)C1	3.15	2008.697
O=C(Nc1nnc(C(=O)Nc2ccc(N3CCOCC3)cc2)o1)c1ccc(Cl)cc1	1.92	2009.655
O=C(O)c1cccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1	2.17	2008.656
CNCC[C@@H](Oc1ccccc1C)c1ccccc1	1.2	1986.674
O=C(CCCc1ccncc1)N1CCN(c2ccc(Cl)cc2Cl)CC1	3.93	2007.586
COc1cnc(-c2ccccn2)nc1N(C)C	1.9	2011.189
CSc1c(C(=O)NC2C3CC4CC(C3)CC2C4)cnn1-c1ccc(C(=O)O)cc1	1.2	2008.639
CNC1=Nc2ncccc2C(c2ncco2)=NC1c1cccs1	1.14	2005.899
CS(=O)(=O)C1(c2cc(N3CC4CCC(C3)O4)nc(-c3cccc4[nH]ccc34)n2)CC1	2.6	2011.17
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C	3.94	1973.984
CS(=O)(=O)c1ccccc1C(=O)NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1	2.34	2003.638
CN(C)c1ccnc2sc(C(=O)NCc3ccccc3)c(N)c12	3.62	2010.671
CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C	-0.54	1976.705
CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2O[C@H](C)C(=O)O)c(C)c1	-0.4	2006.896
COc1ccc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@H](OCCO)CC3)c2=O)cn1	2.2	2008.219
CC(Nc1ncnc2ccccc12)c1ccccc1	3.4	2015.808
CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1	1.1	1979.178
