O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I	1988.918	1.0	0.0
Clc1cc(Cl)c(OCC#CI)cc1Cl	1976.705	1.0	0.0
NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1	1976.361	1.0	0.0
Nc1ccc(S(N)(=O)=O)cc1	1973.025	1.0	0.0
Oc1ccc(O)cc1	1973.485	1.0	0.0
NC(=O)OCC(O)COc1ccc(Cl)cc1	1976.284	1.0	0.0
NC(=O)OCC(COC(N)=O)c1ccccc1	1989.718	1.0	0.0
NC(=O)NC(=O)Cc1ccccc1	1976.055	1.0	0.0
NNCCc1ccccc1	1976.036	1.0	0.0
O=C(CCCCCCC(=O)Nc1ccccc1)NO	2000.284	1.0	1.0
C[C@H](O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I	1981.016	1.0	0.0
CC(C)(C)CC(C)(C)c1ccc(O)cc1	1976.036	1.0	0.0
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1	1976.915	1.0	0.0
CC(C)c1cccc(C(C)C)c1O	1976.016	1.0	0.0
CNNCc1ccc(C(=O)NC(C)C)cc1	1976.208	1.0	0.0
CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I	1981.112	1.0	0.0
CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCCO)c(I)c(C(=O)NCC(O)CO)c1I	1987.118	1.0	0.0
COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1	1997.715	1.0	0.0
CC(=O)Nc1ccc(O)cc1	1974.904	1.0	0.0
CC(=O)Oc1ccccc1C(=O)O	1973.044	0.0	1.0
CC[N+](C)(C)c1cccc(O)c1	1976.016	1.0	0.0
CC[N+](C)(C)Cc1ccccc1Br	1977.049	1.0	0.0
CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC	2008.85	1.0	0.0
CCCCC(CC)COC(=O)/C=C/c1ccc(OC)cc1	1979.063	1.0	0.0
CCCCCCCCCc1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1	1976.055	1.0	0.0
CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1	1976.055	1.0	0.0
C/C=C/C(=O)N(CC)c1ccccc1C	1977.126	1.0	0.0
CCN(CC)CC(=O)Nc1c(C)cccc1C	1973.236	0.0	1.0
CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C	1978.603	1.0	0.0
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1	1976.112	1.0	0.0
CCOC(=O)CCCCCCCCC(C)c1ccccc1I	1982.877	1.0	0.0
COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I	1990.523	1.0	0.0
COC(=O)c1ccccc1O	1976.016	1.0	0.0
COc1ccc(O)cc1	1973.715	1.0	0.0
COc1ccccc1OCC(O)CO	1976.284	1.0	0.0
COc1ccccc1OCC(O)COC(N)=O	1976.284	1.0	0.0
OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	1973.408	1.0	0.0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br	1976.628	1.0	0.0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	1976.036	1.0	0.0
[NH3+]CCCCCC(=O)[O-]	1979.795	1.0	0.0
C[N+](C)(C)C[C@H](O)CC(=O)[O-]	1975.901	1.0	0.0
C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C	1977.049	1.0	0.0
C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C	1977.279	1.0	0.0
C[N+](C)(C)CCOC(N)=O	1976.418	1.0	0.0
CC(C)(CO)[C@@H](O)C(=O)NCCCO	1975.805	1.0	0.0
CC(C)C[C@H](C[NH3+])CC(=O)[O-]	2016.153	1.0	0.0
CC(C)OP(=O)(F)OC(C)C	1976.016	1.0	0.0
CC(=O)OC(C)C[N+](C)(C)C	1976.667	1.0	0.0
CC(C[N+](C)(C)C)OC(N)=O	1976.667	1.0	0.0
CC(=O)OCC[N+](C)(C)C	1973.408	1.0	0.0
C#CC(O)(/C=C/Cl)CC	1976.456	1.0	0.0
CCC(C)C(C)(COC(N)=O)COC(N)=O	1979.37	1.0	0.0
CCCC(C)(COC(N)=O)COC(N)=O	1976.016	1.0	0.0
CCCC(C)(COC(N)=O)COC(=O)NC(C)C	1976.418	1.0	0.0
CCCCCCCC(=O)OCC(O)CO	1978.852	1.0	0.0
CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC	1984.795	1.0	0.0
CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC	1991.907	1.0	0.0
CCCCCCCCCCCCCCCCCCCCCCO	1976.303	1.0	0.0
CCCCCCCCCCCCCCCCO	1975.863	1.0	0.0
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO	1985.792	1.0	0.0
CCN(CC)C(=S)SSC(=S)N(CC)CC	1976.036	1.0	0.0
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC	1973.082	1.0	0.0
CCOCCP(CCOCC)CCP(CCOCC)CCOCC	1993.633	1.0	0.0
CCOP(=O)(OCC)SCC[N+](C)(C)C	1987.323	1.0	0.0
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C	1976.495	1.0	0.0
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C	1981.726	1.0	0.0
CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C	1976.495	1.0	0.0
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO	1974.981	1.0	1.0
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO	1976.361	1.0	0.0
C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F	1973.964	1.0	0.0
C[C@]12C=CC(=O)C=C1[C@@H](F)C[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO	1976.016	1.0	0.0
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO	1973.159	1.0	1.0
