	0	1
0	O=[N+]([O-])c1ccc2ccc3ccc([N+](=O)[O-])c4c5ccccc5c1c2c34	1
1	O=[N+]([O-])c1c2c(c3ccc4cccc5ccc1c3c45)CCCC2	1
2	O=c1c2ccccc2c(=O)c2c1ccc1c2[nH]c2c3c(=O)c4ccccc4c(=O)c3c3[nH]c4c(ccc5c(=O)c6ccccc6c(=O)c54)c3c12	0
3	[N-]=[N+]=CC(=O)NCC(=O)NN	1
4	[N-]=[N+]=C1C=NC(=O)NC1=O	1
5	[N-]=[N+]=CC(=O)NCC(N)=O	1
6	CCCCN(CC(O)C1=CC(=[N+]=[N-])C(=O)C=C1)N=O	1
7	[N-]=[N+]=CC(=O)OCC(N)C(=O)O	1
8	CCN(CC(O)C1=CC(=O)C(=[N+]=[N-])C=C1)N=O	1
9	CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)OCC4(C)C3CCC21C	0
10	Nc1nc(N)nc(N)n1	0
11	Cc1ccc(N=Nc2c(O)ccc3ccccc23)c([N+](=O)[O-])c1	1
12	CC(C)CC(=O)Nc1snc2ccccc12	0
13	Cc1cccc([N+](=O)[O-])c1C	1
14	C#CC1(OC(=O)CCCCCC)CCC2C3CCC4=CC(=O)CCC4C3CCC21C	0
15	CCC[N+](=O)[O-]	0
16	O=C(O)c1cc([N+](=O)[O-])cc2cccnc12	1
17	OC1C=Cc2c(ccc3c(Br)c4ccccc4cc23)C1O	1
18	NC(=O)Nc1nc2ccccc2[nH]1	1
19	C[C@@H](O)CCC(=O)c1ccoc1	0
20	Nc1ccc2c(c1)oc1ccccc12	1
21	Cc1ccc2ccc3ccc(C)cc3c2c1	1
22	Cc1cc2c(nc(N)n2C)c2ncc(-c3ccccc3)nc12	1
23	CCN(N=O)/C(C=O)=N/O	1
24	NNc1nnc(NN)c2ccccc12	1
25	C=CC(=O)NCNC(=O)C=C	1
26	OCc1cc2c3c(cccc3c1)-c1ccccc1-2	0
27	Cc1ccccc1-c1ccccc1	0
28	Cc1cc(O)c2c(c1)C(=O)C13C4C(=O)C56C(=O)c7c(O)cc(C)cc7C(=O)C57C(C(=O)C16C2=O)C(C)C3C7C4C	0
29	Cc1nc(N)nc(N)n1	0
30	CCNc1nc(N)nc(Cl)n1	0
31	c1ccc2c(c1)-c1ccccc1C1C2N1C1CCCCC1	1
32	CC(=O)NC(CSC(Cl)=C(Cl)Cl)C(=O)O	1
33	CC(C)[C@@H]1CC[C@H](C)[C@@H]2CC[C@H](C)C[C@H]21	1
34	CCN=NNCC	1
35	O=[N+]([O-])c1cccc(O)c1	1
36	O=[N+]([O-])c1ccc2c(c1)-c1cccc3cccc-2c13	1
37	OCc1ccco1	0
38	c1ccc(-c2ccc(CC[C@H]3CO3)cc2)cc1	1
39	Oc1cc2c3ccccc3ccc2c2ccccc12	1
40	Oc1ccc2ccccc2c1N=Nc1ccccc1	1
41	N[C@H]1CC[C@H](C[C@H]2CC[C@H](N)CC2)CC1	0
42	COC(=O)C12CC1(C=O)C(C=O)=CC1CC(C)(C)CC12	1
43	CCOC(=O)C(C)Br	1
44	COC1(OC2CCC3C4CCC5CC6SC6CC5(C)C4CCC23C)CCCC1	0
45	CCN(CCCl)CCCNc1c2c(nc3ccccc13)CCCC2	1
46	CC(=C\C1=CCOC1=O)/C=C(C)/C=C/C=C(\C)C(=O)C12OC1C(O)(CCO)NC2=O	1
47	CCO[P@](=S)(CC)Sc1ccccc1	0
48	Nc1ccc([N+](=O)[O-])c(N)c1	1
49	CCSCCSP(=O)(OC)OC	0
50	Cc1ccccc1C(=O)O	0
51	CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C	1
52	Brc1ccccc1	0
53	Cc1cc(N)c(S(=O)(=O)O)cc1Cl	0
54	Oc1ccc2cc(SSc3ccc4cc(O)ccc4c3)ccc2c1	0
55	CN(C)CCNC(=O)c1cccc2c1C(=O)c1ccccc1C2=O	1
56	Nc1snc2c(Cl)cc(Cl)cc12	1
57	ClCC1(C(Cl)Cl)C2CC(Cl)(Cl)C1(C(Cl)Cl)CC2(Cl)Cl	0
58	Cc1cc(O)c2c(c1)C(=O)c1c(c(O)cc(O)c1-c1c(O)cc(O)c3c1C(=O)c1cc(C)cc(O)c1C3=O)C2=O	0
59	COCCl	0
60	O=NN1CCOCC1	1
61	Nc1ccc(Oc2cccc(Oc3ccc(N)cc3)c2)cc1	1
62	Nc1ccc(Nc2ccccc2)cc1	0
63	C=C(C)C(=O)OCCCCC	0
64	O=C(O)c1ccccc1	0
65	Nc1ncnc2c1ncn2Cc1ccc([N+](=O)[O-])cc1	1
66	c1cc2c3c(c1)ccc1cccc(c13)C2	1
67	Fc1ccccc1-c1ccccc1	0
68	Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)cc1Cl	0
69	CC(C)=CCc1ccc(O)c2c(=O)c3c(O)c4c(cc3oc12)OC1OC=CC41O	1
70	CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C	0
71	Cc1cccc(Nc2cc(Cl)nc(SCC(=O)O)n2)c1C	0
