0	1	2
Oc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1	1.0	1979.871
CCCCCCCN(CC)CCCCc1ccc([N+](=O)[O-])cc1	1.0	1979.488
O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1	1.0	1976.093
O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccccc23)CC1	1.0	1986.847
Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1	1.0	1980.366
CS(=O)(=O)Nc1ccc2c(c1)C(=O)CC1(CCN(CCc3ccc4nonc4c3)CC1)O2	1.0	1991.447
O=C1NCCN1CCN1CC=C(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1	1.0	1986.847
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O	1.0	1976.036
CCCCCCC[N+](CC)(CC)CCCCc1ccc(Cl)cc1	1.0	1979.488
Cc1ccc(O)c([C@@H](CCN(C(C)C)C(C)C)c2ccccc2)c1	1.0	1998.079
CS(=O)(=O)Nc1ccc2c(c1)C(=O)CC1(CCN([C@@H]3CCc4cc(C#N)ccc4C3)CC1)O2	1.0	1995.047
COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CCN(CCCOc2ccc(F)cc2)C[C@@H]1OC	1.0	1983.282
O[C@@H](CN1CCC(Cc2ccc(F)cc2)CC1)c1ccc(Cl)cc1	1.0	1996.046
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O	1.0	1973.063
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1	1.0	1978.564
NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1	1.0	1990.718
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1	1.0	1978.449
Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1	1.0	2005.345
CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc1cccc(Cl)c1C#N	1.0	2007.332
O=S1(=O)c2cccc3cccc(c23)N1CCCN1CCN(c2ccc(F)cc2)CC1	1.0	1991.425
Fc1ccc(-n2cc(C3CCNCC3)c3cc(Cl)ccc32)cc1	1.0	1994.858
CN(CCN(C)S(=O)(=O)c1ccc(NS(C)(=O)=O)cc1)c1nc2ccccc2n1C	1.0	1991.948
COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12	1.0	1981.227
CCOC(=O)C1(c2ccccc2)CCN(C)CC1	1.0	1974.54
COc1ccc(C2CCN(CC[C@H]3CCOc4ccccc43)CC2)cc1OC	1.0	2002.449
O=C(O[C@@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1	1.0	2007.162
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C	1.0	2003.159
O[C@H](CNC[C@@H](O)[C@H]1CCc2cc(F)ccc2O1)[C@H]1CCc2cc(F)ccc2O1	1.0	2010.23
CC[NH+](CC)CCCN(CC(=O)N(C1CCCCC1)C1CCCCC1)C(=O)c1ccc([N+](=O)[O-])cc1	1.0	1995.512
O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1	1.0	1980.328
CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1	1.0	1984.505
N=C1N[C@H]2[C@H](COC(N)=O)NC(=N)N3CCC(O)(O)[C@]23N1	1.0	2007.586
COc1ccccc1OCCNC[C@@H](O)COc1cccc2[nH]c3ccccc3c12	1.0	1987.745
COc1cc2nc(N3CCN(C(=O)[C@H]4COc5ccccc5O4)CC3)nc(N)c2cc1OC	1.0	1976.169
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1	1.0	1978.641
OCCOCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1	1.0	1976.246
O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1	1.0	1986.636
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12	1.0	1974.463
Cc1nccn1C[C@@H]1CCc2c(c3ccccc3n2C)C1=O	1.0	1991.025
CNCC[C@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1	1.0	1976.609
CN(C)CC[C@H](c1ccc(Br)cc1)c1ccccn1	1.0	1985.123
CC(C)(C)c1ccc(NC(=O)N2CCN(c3ncccc3Cl)CC2)cc1	1.0	2002.085
CN(C)CCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21	1.0	1995.027
CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1	1.0	1992.85
CN(C)CCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21	1.0	1995.027
COc1cccc([C@H](O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC	1.0	1999.345
O=C1CCC(c2ccc(Nc3ccncc3)cc2)=NN1	1.0	1985.466
Cc1cccc(NC(=O)N[C@@H]2N=C(c3ccccc3)c3ccccc3N(C)C2=O)c1	1.0	1988.743
COc1ccc(C(=O)N2CCN(c3ccc4c(c3)CCC(=O)N4)CC2)cc1OC	1.0	1983.381
