0	1	2
CC(CCl)OC(C)CCl	1	1976.036
COc1ccc(C(=O)/C(Br)=C\C(=O)O)cc1	1	1990.732
O=S(=O)(O)c1cc(S(=O)(=O)O)c2c(/N=N/c3ccccc3)c(O)ccc2c1	1	2007.107
O=S(=O)(O)c1ccc(/N=N/c2cc(S(=O)(=O)O)c3ccccc3c2O)c2ccccc12	1	1976.016
ClCc1ccccn1	1	1976.265
NCCNc1cccc2ccccc12	1	1973.926
O=S(=O)(O)c1ccc(/N=N/c2c(O)ccc3cc(S(=O)(=O)O)ccc23)cc1	1	1982.685
N=C1C=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=C1	1	2007.164
C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O	1	1976.016
CCCCNNCCCC	1	1976.437
O=S(=O)(O)c1ccc2c(/N=N/c3ccc(S(=O)(=O)O)c4ccccc34)c(O)c(S(=O)(=O)O)cc2c1	1	1976.074
Cc1ccc(/N=N/c2c(O)c(S(=O)(=O)O)cc3cc(S(=O)(=O)O)ccc23)c(C)c1	1	1997.868
CCC1(c2ccccc2)C(=O)N=C(O)NC1=O	1	1984.085
Nc1nc2c(ncn2[C@H]2CC(O)[C@@H](CO)O2)c(=S)[nH]1	1	1976.973
CC/N=c1\cc2oc3cc(NCC)c(C)cc3c(-c3ccccc3C(=O)OCC)c-2cc1C	1	2005.879
Nc1c(F)c(N)c(F)c(F)c1F	1	1977.682
COc1cc(-c2ccc(/N=N/c3c(S(=O)(=O)O)cc4cc(S(=O)(=O)O)cc(N)c4c3O)c(OC)c2)ccc1/N=N/c1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(N)c2c1O	1	2015.041
Cc1cc(C)cc(S(=O)(=O)O)c1	1	1981.227
CN(C)c1ccc(/N=N/S(=O)(=O)O)cc1	1	2001.562
Cc1c(N(C)CS(=O)(=O)O)c(=O)n(-c2ccccc2)n1C	1	1980.101
CC(=O)Nc1ccc(S(=O)(=O)O)c2cc(S(=O)(=O)O)c(/N=N/c3ccc(/N=N/c4ccc(S(=O)(=O)O)cc4)c4ccc(S(=O)(=O)O)cc34)c(O)c12	1	1998.342
CCN(Cc1cccc(S(=O)(=O)O)c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)[O-])c3)C=C2)c2ccccc2S(=O)(=O)O)cc1	1	2017.699
O=C1/C(=C2\Nc3ccc(S(=O)(=O)O)cc3C2=O)Nc2ccc(S(=O)(=O)O)cc21	1	1982.934
C=CCNNCC=C	1	1976.246
CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1	1	1976.495
CCCCCCCCCCCCNC(=N)N	1	1973.255
CCN(CC)CCCNC(=O)Cn1ncc(-c2ccccc2)c1-c1ccccc1	1	1989.049
CNCCc1ccc(OC(=O)C(C)C)c(OC(=O)C(C)C)c1	1	1980.634
CC(O)CN(C)c1ccc(NN)nn1	1	1978.315
Cc1ccccc1OCC(O)CNCCn1cc(C)c(=O)[nH]c1=O	1	1983.321
O=S(=O)(O)c1c(/N=N/c2c(O)ccc3ccccc23)ccc2ccccc12	1	2011.496
O=C(O)C1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1/N=N/c1ccc(S(=O)(=O)O)cc1	1	1977.011
CN1C2CCC1CC(NC(=O)c1cc(Cl)cc3c1OC(C)(C)C3)C2	1	1989.203
CC(=O)Nc1cc2ccccc2oc1=O	0	1976.514
COC(=O)C1=CO[C@@H](C)[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12	0	1976.495
CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C	0	1973.025
CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21	0	1976.112
Cc1c(N)c(=O)n(-c2ccccc2)n1C	0	1976.036
CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)CCc1ccc(C)c(O)c1C(=O)O)[C@H]1O[C@](CC)([C@H]2CC[C@](O)(CC)[C@H](C)O2)C[C@@H]1C	0	1976.208
CC1(C)[C@@H](OC(=O)CCC(=O)O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12	0	1976.055
CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21	0	1976.418
Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1	0	1975.978
CO[C@@]1(NC(=O)[C@H](C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CO[C@@H]21	0	1982.688
CCCCCN(CCCCC)C(=O)C(CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1	0	1990.759
CNCC(O)C(O)C(O)C(O)CO	0	1975.499
Cn1cnc([N+](=O)[O-])c1Sc1ncnc2[nH]cnc12	0	1988.418
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O	0	1979.449
CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1	0	1976.418
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccccc12	0	1973.696
C/C(=C(\CCOP(=O)(O)O)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N	0	1976.495
C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC(=O)[C@]3(C)[C@H]1[C@@H]2C	0	1976.074
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	0	1974.847
CNC(C)(C)Cc1ccccc1	0	1976.284
C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12	0	1993.551
CN1CCc2cc3c(cc2[C@H]1[C@@H]1OC(=O)c2c1ccc1c2OCO1)OCO3	0	1978.449
CC1(O)CCOC(=O)C1	0	1977.011
CC[C@@]1([C@@H]2O[C@@H]([C@H]3O[C@@](O)(CO)[C@H](C)C[C@@H]3C)C[C@@H]2C)CC[C@H]([C@]2(C)CC[C@]3(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)[C@@H](OC)[C@H](C)C(=O)O)O3)O2)O1	0	1974.156
O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O	0	1975.825
C[C@]12CC[C@H]3[C@@H](CC[C@]4(O)C[C@@H](O)CC[C@]34C=O)[C@@]1(O)CC[C@@H]2C1=CC(=O)OC1	0	1976.303
OC(CCN1CCCCC1)(c1ccccc1)c1ccccc1	0	1985.638
O=c1cccc2n1C[C@@H]1CNC[C@H]2C1	0	1988.246
COc1ccc(C(=O)/C(Br)=C\C(=O)O)cc1	0	1990.732
CC1=CC(=O)C2=C(C)C[C@H](O)[C@@H]3[C@H](OC(=O)[C@H]3C)[C@@H]12	0	1995.186
CCN1C[C@]2(COC)CC[C@H](OC)[C@@]34C1[C@]1(OCO[C@@]15C[C@H](OC)[C@H]1C[C@@H]3[C@@H]5[C@H]1OC)[C@@H](O)[C@H]24	0	2008.981
CCN1C[C@]2(C)CC[C@H](OC)[C@@]34C1[C@]1(OCO[C@@]15C[C@H](OC)[C@H]1C[C@]3(O)[C@@H]5[C@H]1OC)[C@@H](OC(C)=O)[C@H]24	0	2009.118
COc1c2ccoc2nc2c(OC)c(OC[C@@H](O)C(C)(C)O)ccc12	0	2021.748
Cn1c(-c2ccc3c(c2)OCO3)cc(=O)c2ccccc21	0	2023.51
CCN(CC)C(=O)N1CCN(C)CC1	0	1975.71
C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@]12O	0	1974.367
CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)CC2c3cccc4[nH]cc(c34)C[C@H]21	0	1975.422
CN1CCC2=C[C@H](O)[C@H]3OC(=O)c4cc5c(cc4[C@H]3[C@@H]21)OCO5	0	2009.425
